TECTONIC SETTING,LATITUDE,LONGITUDE,LAND OR SEA,SAMPLE NAME,SIO2(WT%),TIO2(WT%),AL2O3(WT%),Fe2O3T(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),Fe2O3T,NI(PPM),CU(PPM),ZN(PPM),SC(PPM),V(PPM),CR(PPM),CO(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM)
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59310 [15387],48.05,1.87,13.78,11.23,9.38,9.99,0.17,0.63,3.05,0.29,11.68,217.49,101.07,89.91,28.22,225.96,375.38,63.15,8.57,355.97,20.18,133.91,21.27,0.24,124.99,16.07,31.5,4.16,19.08,4.65,1.62,4.72,0.7,4.24,0.79,2.13,0.31,1.96,0.26,3.47,1.46
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59312 [15387],48.68,1.85,14.04,11.39,9.24,9.34,0.17,0.63,3.07,0.25,11.51,190.47,140.44,91.31,28.36,226.44,359.82,60.47,11.0,323.96,19.78,142.26,14.45,0.35,96.52,12.22,25.89,3.56,17.04,4.23,1.45,4.36,0.67,4.36,0.79,2.17,0.31,1.85,0.25,4.13,1.01
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59314 [15387],46.76,2.17,13.3,11.2,9.55,10.06,0.16,0.8,2.95,0.35,12.37,205.59,70.97,95.26,27.38,228.03,317.43,62.82,12.73,443.58,20.51,153.19,33.69,0.27,158.4,20.97,39.61,5.04,22.95,5.06,1.71,5.18,0.77,4.67,0.82,2.14,0.28,1.63,0.26,3.88,2.32
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59315 [15387],46.32,2.16,13.15,11.2,9.63,10.03,0.17,0.87,3.17,0.35,12.28,203.5,70.45,99.33,26.83,219.96,311.26,65.0,12.57,429.13,20.63,147.66,33.2,0.26,156.69,20.58,38.87,4.93,21.91,5.11,1.71,5.15,0.77,4.39,0.82,2.05,0.29,1.75,0.24,3.61,2.23
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59316 [15387],48.6,1.83,13.95,11.32,9.06,9.39,0.17,0.63,3.04,0.25,11.47,197.78,70.76,90.22,27.71,219.88,352.84,62.06,11.16,317.13,19.58,126.47,14.34,0.38,96.53,12.41,25.94,3.44,16.53,4.35,1.37,4.8,0.67,4.19,0.82,2.12,0.3,1.8,0.25,3.63,1.04
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59319 [15387],45.62,2.35,12.85,11.34,9.59,11.02,0.18,0.87,2.86,0.42,12.59,211.39,41.7,103.33,26.86,226.16,362.65,74.89,11.07,478.22,21.32,165.51,43.91,0.24,194.95,26.55,48.44,6.13,26.64,6.03,1.9,5.81,0.8,4.74,0.93,2.19,0.28,1.68,0.25,4.31,3.03
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59322 [15387],48.7,1.84,13.95,11.17,9.07,9.44,0.17,0.64,3.08,0.25,11.53,190.98,60.9,99.06,27.73,217.45,335.51,59.81,10.52,314.56,19.63,122.37,14.01,0.35,94.14,12.07,25.05,3.45,15.99,4.03,1.43,4.53,0.66,4.1,0.85,2.14,0.29,1.83,0.23,3.07,1.0
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59325 [15387],48.79,2.06,15.06,11.72,9.39,7.81,0.17,0.71,3.19,0.29,11.25,126.93,55.04,99.54,27.74,228.54,260.82,49.43,10.82,367.48,20.92,141.23,16.07,0.36,105.52,13.88,29.43,3.87,18.05,4.68,1.5,4.93,0.76,4.42,0.82,2.24,0.32,1.82,0.28,3.54,1.12
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59326 [15387],49.0,2.06,14.99,11.69,9.26,8.06,0.17,0.69,3.09,0.28,11.43,133.96,58.62,85.23,28.2,221.92,261.8,56.61,9.84,364.44,20.72,140.41,16.2,0.34,102.78,13.64,28.99,3.86,17.8,4.69,1.56,4.82,0.7,4.59,0.8,2.27,0.27,2.0,0.26,3.59,1.12
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59327 [15387],48.82,2.01,14.84,11.93,9.23,8.33,0.17,0.68,3.08,0.28,11.4,143.07,52.93,83.8,27.86,220.87,262.59,52.65,9.5,360.61,20.37,138.39,15.85,0.32,99.23,13.44,28.09,3.83,17.78,4.59,1.5,4.95,0.75,4.19,0.8,2.09,0.31,1.87,0.25,3.5,1.03
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59328 [15387],48.51,2.05,14.45,12.56,9.45,8.49,0.17,0.75,3.21,0.29,11.26,144.14,55.4,86.37,28.4,235.13,322.69,57.51,11.0,368.7,20.19,141.7,16.23,0.38,107.59,13.98,29.59,3.95,18.71,4.72,1.58,4.68,0.72,4.35,0.82,2.15,0.3,1.82,0.25,3.65,1.15
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59333 [15387],48.07,1.85,13.87,12.53,9.08,9.91,0.17,0.64,2.95,0.26,11.73,185.98,55.7,86.07,27.26,219.55,330.65,67.51,9.06,333.91,18.82,125.25,14.09,0.31,91.16,12.19,25.68,3.51,16.48,4.01,1.39,4.27,0.66,3.99,0.73,2.04,0.27,1.69,0.26,3.15,1.02
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59334 [15387],49.16,2.07,15.19,11.57,9.46,7.44,0.16,0.72,3.29,0.29,11.2,117.91,55.88,86.18,27.71,238.07,248.43,56.58,10.22,369.9,21.13,142.09,16.16,0.35,104.29,14.06,29.34,3.89,18.35,4.6,1.62,5.19,0.73,4.47,0.85,2.39,0.3,1.98,0.26,3.54,1.2
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59335 [15387],49.08,2.06,15.11,11.68,9.42,7.55,0.16,0.72,3.26,0.29,11.25,116.1,56.7,85.29,28.12,234.37,254.74,56.89,10.1,369.47,21.17,141.22,16.1,0.36,106.06,13.82,29.1,3.94,18.53,4.62,1.58,4.94,0.75,4.33,0.83,2.2,0.32,1.88,0.27,3.7,1.16
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59336 [15387],48.62,2.05,14.79,11.01,9.39,8.0,0.17,0.71,3.17,0.28,11.39,136.36,71.17,84.61,28.56,234.23,299.07,58.01,10.42,362.96,20.66,148.58,16.03,0.38,104.48,13.86,29.02,3.97,17.98,4.52,1.59,4.87,0.71,4.49,0.85,2.24,0.31,1.83,0.24,3.85,1.13
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59337 [15387],48.81,2.04,14.69,11.51,9.42,8.17,0.17,0.74,3.2,0.29,11.33,139.16,58.56,85.92,28.2,235.53,306.16,65.56,10.96,363.93,20.38,142.72,16.39,0.37,105.2,13.96,29.13,3.92,18.43,4.54,1.58,4.66,0.69,4.33,0.82,2.19,0.31,1.81,0.26,3.59,1.19
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59338 [15387],48.54,1.8,13.81,12.37,9.1,9.34,0.17,0.61,3.09,0.24,11.85,188.96,73.96,93.68,28.04,213.5,349.66,57.89,10.18,309.19,19.78,120.12,13.73,0.34,93.47,11.91,24.44,3.31,15.54,4.1,1.4,4.53,0.68,4.06,0.77,2.04,0.29,1.82,0.25,3.15,0.98
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59339 [15387],48.9,1.79,14.01,12.28,9.08,9.33,0.17,0.58,3.16,0.24,11.74,186.49,42.01,101.59,28.41,216.66,349.18,58.82,10.74,307.67,19.87,121.28,13.97,0.32,92.84,11.97,24.64,3.27,16.03,4.09,1.42,4.34,0.68,4.33,0.79,2.12,0.3,1.84,0.27,3.14,1.0
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59340 [15387],48.53,1.82,13.66,11.47,9.1,10.16,0.17,0.68,2.75,0.27,11.82,221.53,66.96,103.34,28.37,215.56,373.91,65.72,12.36,346.04,20.08,129.37,20.1,0.4,122.28,15.01,30.12,3.97,17.92,4.23,1.49,4.45,0.67,4.29,0.81,2.08,0.3,1.8,0.28,3.43,1.4
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59341 [15387],48.74,1.83,13.74,11.09,9.27,9.92,0.17,0.68,2.67,0.28,11.69,212.82,69.23,109.6,28.47,216.96,366.02,64.8,12.56,348.58,20.4,130.66,19.91,0.38,123.73,15.38,30.34,3.97,18.02,4.37,1.53,4.61,0.69,4.31,0.77,2.1,0.31,2.01,0.26,3.49,1.41
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59342 [15387],48.75,1.79,13.9,11.39,9.02,9.35,0.17,0.59,3.15,0.24,11.66,197.96,66.81,111.41,28.33,211.46,349.33,58.99,10.05,315.94,20.18,125.13,13.98,0.35,97.03,12.12,24.8,3.36,15.45,4.08,1.44,4.6,0.68,4.17,0.75,2.11,0.3,1.89,0.27,3.2,1.45
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59343 [15387],48.59,1.84,13.88,12.59,9.13,9.53,0.17,0.64,3.14,0.25,11.61,197.91,62.11,105.45,28.49,221.3,344.32,58.61,10.91,328.78,19.94,126.57,15.42,0.34,103.19,12.75,26.14,3.6,16.52,4.06,1.46,4.61,0.69,4.14,0.84,2.29,0.29,1.91,0.26,3.53,1.08
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59344 [15387],48.83,1.79,13.99,11.54,9.18,9.25,0.17,0.59,3.12,0.25,11.72,183.18,63.51,116.01,28.49,214.78,342.71,58.32,9.98,323.23,20.25,124.12,15.28,0.35,98.1,12.59,25.57,3.39,16.24,4.18,1.4,4.55,0.67,4.41,0.8,2.26,0.3,1.84,0.26,3.36,1.1
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59349 [15387],48.29,1.85,13.83,11.25,9.13,9.32,0.17,0.63,3.07,0.25,11.39,191.99,65.58,83.32,28.23,223.63,344.14,58.81,9.52,315.56,19.79,121.46,14.27,0.32,93.31,11.93,24.9,3.35,16.19,3.94,1.41,4.46,0.68,4.23,0.81,2.14,0.3,1.8,0.28,3.12,0.98
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59350 [15387],48.49,2.04,14.44,11.43,9.43,8.34,0.17,0.74,3.28,0.29,11.14,144.55,67.44,84.77,27.81,233.8,315.83,52.67,12.22,365.35,20.0,138.68,15.97,0.36,107.08,13.66,29.24,3.98,17.98,4.5,1.57,4.46,0.72,4.29,0.76,2.08,0.3,1.88,0.25,3.69,1.13
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59354 [15387],48.91,2.03,14.63,11.47,9.42,8.25,0.17,0.73,3.3,0.29,11.14,139.0,66.4,85.52,28.19,236.41,309.47,53.44,10.35,365.88,20.07,139.19,16.06,0.33,107.56,13.57,29.07,3.97,18.2,4.47,1.51,4.58,0.72,4.23,0.83,2.15,0.29,1.77,0.28,3.53,1.15
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59355 [15387],48.78,2.03,14.67,11.57,9.46,8.12,0.17,0.71,3.3,0.28,11.13,135.38,76.76,88.55,27.98,234.66,303.85,51.26,10.05,359.05,20.15,137.46,15.88,0.34,103.77,13.33,28.51,3.82,18.25,4.46,1.58,4.83,0.7,4.33,0.82,2.18,0.28,1.91,0.28,3.38,1.07
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59356 [15387],48.69,2.0,14.48,11.69,9.41,8.4,0.17,0.69,3.26,0.28,11.17,146.72,62.45,89.95,28.54,235.25,315.56,54.58,10.06,357.84,20.24,137.98,15.69,0.31,101.83,13.26,28.28,3.89,17.73,4.67,1.54,4.82,0.72,4.36,0.79,2.18,0.32,1.96,0.28,3.63,1.11
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59357 [15387],48.55,1.85,13.88,11.73,9.17,9.39,0.17,0.63,3.11,0.25,11.38,189.24,76.83,90.96,28.4,223.15,356.49,58.61,10.1,316.87,19.55,128.63,14.21,0.34,96.38,11.97,25.17,3.35,16.15,4.1,1.39,4.15,0.67,4.08,0.77,2.08,0.3,1.91,0.27,3.51,0.96
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59358 [15387],48.69,2.04,14.53,11.2,9.5,8.28,0.17,0.72,3.28,0.29,11.13,138.07,62.38,89.61,27.58,235.28,316.01,52.13,10.91,358.5,19.36,134.23,15.74,0.31,105.77,13.28,28.67,3.81,17.63,4.32,1.53,4.5,0.64,4.12,0.76,2.07,0.29,1.69,0.24,3.5,1.13
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59359 [15387],48.66,1.99,14.39,11.25,9.25,8.46,0.17,0.69,3.27,0.28,11.26,154.52,61.01,85.11,27.75,236.48,297.41,53.87,10.49,345.78,20.03,136.44,15.37,0.34,102.51,13.07,27.97,3.75,17.44,4.37,1.53,4.94,0.68,4.32,0.81,2.15,0.34,1.88,0.27,3.51,1.1
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59382 [15387],47.15,2.51,14.34,11.43,10.89,7.22,0.16,1.06,3.58,0.44,10.94,135.16,129.64,99.59,30.39,257.34,496.91,86.5,17.08,508.93,22.97,179.24,43.9,0.43,220.53,28.27,53.24,6.64,28.34,6.16,2.08,6.0,0.83,5.25,0.92,2.29,0.31,1.9,0.25,4.49,2.98
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59383 [15387],47.27,2.52,14.23,11.1,10.64,7.67,0.16,1.05,3.51,0.45,10.95,135.1,72.19,100.98,30.08,260.37,490.14,95.34,16.84,502.09,23.16,180.35,45.41,0.48,225.15,29.04,54.15,6.71,29.06,6.63,2.11,6.13,0.84,5.17,0.92,2.42,0.31,1.88,0.27,4.65,3.12
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59386 [15387],46.24,2.68,13.84,11.39,10.74,8.2,0.17,1.2,3.61,0.51,11.54,136.57,62.51,106.84,28.37,262.7,442.83,68.0,18.37,544.39,22.29,190.74,54.04,0.43,253.79,33.07,61.39,7.59,32.12,7.08,2.28,6.35,0.88,5.17,0.91,2.28,0.31,1.86,0.26,4.78,3.56
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59387 [15387],46.18,2.71,13.89,11.14,10.86,7.87,0.17,1.22,3.66,0.51,11.56,116.16,66.4,106.76,29.13,265.05,419.91,69.67,18.82,555.98,23.11,192.74,54.29,0.43,252.49,33.45,62.01,7.51,32.61,6.89,2.25,6.37,0.93,5.35,0.93,2.25,0.3,1.79,0.25,4.8,3.73
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59388 [15387],46.75,2.72,13.86,11.38,11.04,6.66,0.16,1.29,3.74,0.52,11.52,86.05,65.77,99.97,28.66,264.43,394.22,67.03,20.16,584.33,22.84,200.06,56.15,0.53,272.43,34.68,63.44,7.77,33.43,7.23,2.3,6.86,0.89,5.24,0.92,2.39,0.31,1.79,0.26,4.95,3.77
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59389 [15387],46.04,2.77,13.96,11.37,11.25,6.64,0.17,1.3,3.8,0.52,11.79,104.61,71.1,96.95,29.08,266.36,408.58,72.19,19.77,596.6,23.41,201.89,57.46,0.47,273.66,35.04,64.3,7.85,34.14,7.18,2.37,6.86,0.96,5.29,1.01,2.34,0.29,1.71,0.25,4.86,3.99
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59406 [15387],46.67,2.59,13.65,11.91,10.9,7.83,0.17,1.19,3.69,0.48,11.55,110.28,65.21,91.42,29.4,254.32,450.93,90.16,18.33,549.38,22.48,193.02,50.85,0.42,249.21,31.33,58.09,7.13,31.12,6.79,2.22,6.44,0.9,5.34,0.94,2.36,0.32,1.74,0.25,4.77,3.52
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59407 [15387],46.16,2.49,13.06,11.74,10.53,9.15,0.17,1.14,3.53,0.46,11.78,140.91,69.59,91.85,28.4,247.72,465.66,80.9,17.58,529.44,21.4,185.34,48.08,0.38,231.17,30.06,55.51,6.86,30.15,6.46,2.03,5.92,0.84,5.09,0.88,2.12,0.28,1.7,0.24,4.69,3.29
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59409 [15387],45.43,2.42,12.01,11.98,10.05,11.31,0.18,1.12,3.38,0.46,12.22,196.83,66.32,97.26,27.48,237.96,507.37,89.2,17.52,528.19,20.87,184.55,50.07,0.35,237.84,30.99,56.73,7.0,30.18,6.37,2.04,6.19,0.84,4.68,0.83,2.12,0.29,1.67,0.19,4.72,3.44
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59410 [15387],46.27,2.69,13.67,11.63,11.1,7.2,0.17,1.27,3.83,0.51,11.69,84.26,74.95,103.33,28.73,260.62,376.68,84.64,20.08,585.01,23.0,200.67,55.36,0.39,261.0,33.6,61.53,7.59,32.78,7.21,2.24,6.59,0.89,5.2,0.93,2.42,0.29,1.94,0.25,5.28,3.83
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59411 [15387],45.44,2.43,12.38,12.87,10.12,10.93,0.18,1.15,3.46,0.47,12.23,184.51,67.99,99.48,27.47,240.73,453.72,92.82,17.82,536.91,20.8,182.47,50.76,0.39,240.13,30.91,57.02,6.93,30.19,6.67,2.11,6.28,0.83,4.85,0.86,2.15,0.3,1.6,0.22,4.64,3.45
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59412 [15387],45.81,2.53,12.94,11.85,10.43,9.5,0.17,1.2,3.6,0.48,12.06,148.1,66.87,104.7,27.35,246.91,402.36,96.33,18.66,558.08,21.89,192.44,52.42,0.42,246.06,31.95,58.54,7.14,31.04,6.7,2.13,6.41,0.86,5.1,0.87,2.18,0.29,1.8,0.25,4.68,3.63
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59413 [15387],46.16,2.48,12.93,12.04,10.31,9.4,0.17,1.17,3.55,0.46,11.96,146.12,68.91,109.36,27.39,242.5,400.3,97.86,18.04,533.36,21.67,185.69,50.24,0.45,240.18,30.37,56.19,6.96,30.1,6.2,2.15,6.14,0.87,4.97,0.84,2.16,0.29,1.79,0.23,4.67,3.43
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59414 [15387],45.47,2.6,13.0,10.94,10.65,9.16,0.17,1.21,3.61,0.49,12.02,140.69,68.68,103.56,27.82,251.64,424.44,81.73,18.22,560.99,21.98,195.02,53.67,0.41,249.66,32.5,60.57,7.42,31.33,6.46,2.14,6.53,0.92,5.15,0.89,2.24,0.31,1.7,0.24,4.8,3.62
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59415 [15387],46.38,2.7,13.33,10.95,10.33,8.24,0.18,1.42,3.52,0.59,11.92,117.94,75.75,88.96,26.85,252.64,363.8,98.94,24.64,612.39,23.42,213.05,62.32,0.65,310.86,40.26,74.27,8.9,36.91,7.59,2.32,6.84,0.92,5.18,0.93,2.26,0.3,1.62,0.24,5.18,4.18
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59416 [15387],46.05,2.61,13.19,11.54,10.24,8.97,0.18,1.29,3.38,0.51,12.11,134.7,69.29,87.6,26.99,246.29,402.44,81.75,21.63,551.92,22.25,193.92,55.1,0.53,276.28,34.28,64.84,7.67,32.66,6.81,2.14,6.48,0.9,4.98,0.89,2.23,0.31,1.71,0.24,4.71,3.85
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_59418 [15387],45.18,2.43,12.43,11.52,9.85,11.27,0.18,1.17,3.29,0.47,12.47,196.08,57.99,85.86,25.69,237.68,426.75,90.46,19.04,524.17,20.59,178.24,50.6,0.45,239.3,30.97,57.91,6.87,30.39,6.59,2.01,5.98,0.82,4.54,0.8,2.07,0.26,1.62,0.21,4.43,3.35
CONVERGENT MARGIN,30.47,140.3,SAE,s_24 [10790],54.66,0.79,17.02,8.06,9.62,4.08,0.2,0.3,2.66,0.18,11.66,10.5,165.0,94.8,37.7,335.3,3.82,32.67,3.59,177.0,20.9,36.1,0.38299999999999995,0.327,72.8,2.04,5.91,1.08,6.18,2.28,0.8640000000000001,3.23,0.583,3.89,0.8640000000000001,2.58,0.381,2.51,0.391,1.376,0.035
INTRAPLATE VOLCANICS,45.83,131.6,SAE,s_HBQ18-5 [13120],48.36,1.11,16.36,7.83,9.7,7.57,0.19,0.69,2.5,0.33,9.55,96.3,96.4,92.21,31.37,258.0,288.4,39.47,12.19,523.0,23.53,155.0,13.6,1.06,378.0,19.03,40.93,5.0,21.78,4.7,1.64,4.35,0.67,4.08,0.81,2.23,0.31,2.03,0.31,3.25,0.76
INTRAPLATE VOLCANICS,45.83,131.6,SAE,s_HBQ18-9 [13120],49.56,1.07,17.42,7.65,8.26,5.64,0.17,1.35,3.26,0.32,9.1,59.6,50.95,79.29,27.37,237.69,130.4,33.52,23.67,634.0,24.2,126.0,15.25,1.67,519.0,19.47,40.85,4.95,21.38,4.71,1.55,4.53,0.7,4.18,0.87,2.33,0.32,2.17,0.33,2.89,0.82
INTRAPLATE VOLCANICS,45.83,131.6,SAE,s_HBQ19-1 [13120],48.69,1.49,17.64,12.47,8.42,5.23,0.18,1.25,3.73,0.38,10.02,40.9,65.94,87.08,32.34,248.0,84.7,34.34,21.13,414.0,26.78,197.0,13.7,2.07,371.0,19.75,44.39,5.57,25.38,5.47,1.85,5.12,0.78,4.69,0.98,2.6,0.35,2.4,0.36,4.15,0.74
INTRAPLATE VOLCANICS,45.83,131.6,SAE,s_HBQ24-1 [13120],46.48,1.31,12.94,9.38,12.78,8.3,0.27,1.05,1.7,0.69,10.69,187.1,21.6,130.75,29.73,247.0,347.7,56.46,35.16,1276.0,22.92,142.0,9.04,3.39,609.0,29.86,63.4,8.62,37.72,7.66,2.52,6.61,0.85,4.48,0.86,2.21,0.29,1.91,0.27,3.62,0.59
INTRAPLATE VOLCANICS,21.04,109.11,SAE,s_W4-1 [12417],49.83,2.01,13.19,9.55,9.82,8.85,0.15,1.5,3.02,0.48,10.88,192.0,50.2,134.0,22.0,161.0,278.0,52.6,33.1,734.0,14.62,149.0,35.8,0.94,418.0,18.77,41.66,5.62,22.19,4.99,1.73,4.49,0.68,3.34,0.55,1.41,0.19,1.04,0.14,3.58,2.17
INTRAPLATE VOLCANICS,21.04,109.11,SAE,s_W5-2 [12417],49.91,2.12,13.27,9.1,9.8,8.52,0.15,1.57,2.95,0.49,10.972999999999999,192.0,55.0,128.0,22.7,172.0,279.0,54.1,33.2,755.0,14.94,153.0,37.9,0.61,370.0,17.55,41.15,5.71,22.98,5.07,1.76,4.59,0.68,3.38,0.56,1.41,0.2,1.06,0.15,3.23,1.98
INTRAPLATE VOLCANICS,21.04,109.11,SAE,s_W9-1 [12417],50.56,2.18,14.47,10.02,9.95,6.08,0.15,1.84,3.11,0.54,10.56,102.0,58.2,132.0,22.8,187.0,226.0,47.3,39.3,871.0,36.36,174.0,42.6,0.39,510.0,35.3,61.81,9.26,39.92,8.26,2.95,8.9,1.26,6.48,1.13,2.94,0.38,2.06,0.29,3.7,2.28
INTRAPLATE VOLCANICS,21.04,109.11,SAE,s_W9-2 [12417],50.05,2.15,14.22,10.69,9.58,6.45,0.19,1.73,2.85,0.54,10.367,186.0,52.9,110.0,19.8,189.0,376.0,47.9,32.5,672.0,16.23,155.0,37.5,0.54,415.0,26.11,54.0,6.65,26.92,5.68,1.96,5.13,0.75,3.65,0.62,1.54,0.22,1.18,0.16,3.93,2.43
INTRAPLATE VOLCANICS,21.04,109.11,SAE,s_W12-3 [12417],47.46,2.47,14.46,17.307000000000002,8.14,6.45,0.15,1.69,2.56,0.68,12.843,187.0,62.5,144.0,23.9,211.0,308.0,42.7,33.1,695.0,18.99,180.0,47.7,0.67,546.0,28.76,56.4,7.18,29.02,6.27,2.19,5.83,0.85,4.29,0.72,1.79,0.24,1.3,0.17,4.27,2.84
INTRAPLATE VOLCANICS,21.04,109.11,SAE,s_W20-4 [12417],49.12,2.08,13.86,16.078,9.78,6.42,0.28,1.64,2.85,0.53,11.398,143.0,54.8,118.0,22.8,170.0,269.0,48.6,34.5,737.0,31.08,159.0,38.0,0.31,379.0,20.34,46.04,6.29,23.61,5.2,1.87,5.18,0.74,3.72,0.67,1.71,0.23,1.15,0.16,3.57,2.23
INTRAPLATE VOLCANICS,21.04,109.11,SAE,s_W22-3 [12417],46.34,2.48,12.36,15.764000000000001,10.58,9.11,0.16,0.78,3.75,0.83,12.017000000000001,250.0,56.8,141.0,23.4,185.0,360.0,56.7,72.7,1103.0,18.69,220.0,68.3,1.26,580.0,38.59,80.31,9.97,36.34,7.54,2.48,6.38,0.93,4.34,0.73,1.72,0.24,1.22,0.16,4.84,3.95
INTRAPLATE VOLCANICS,21.04,109.11,SAE,s_W25-1 [12417],49.09,2.44,14.23,20.329,8.91,6.18,0.15,1.93,2.79,0.66,11.857999999999999,180.0,57.9,150.0,21.1,212.0,286.0,45.3,39.6,674.0,33.53,178.0,43.5,0.75,730.0,39.69,56.68,10.2,41.23,8.28,2.91,8.17,1.13,5.5,0.94,2.34,0.31,1.61,0.22,4.55,2.82
INTRAPLATE VOLCANICS,21.04,109.11,SAE,s_X29-1 [12417],49.47,2.25,12.87,13.667,9.52,8.49,0.15,1.37,2.94,0.55,11.672,388.0,43.9,127.0,19.3,203.0,520.0,48.4,21.6,602.0,17.46,143.0,32.1,0.37,379.0,22.25,47.56,6.16,24.5,5.65,1.99,5.4,0.79,3.89,0.65,1.61,0.22,1.19,0.15,3.79,2.32
INTRAPLATE VOLCANICS,21.04,109.11,SAE,s_W14-1 [12417],45.18,2.38,11.97,14.892000000000001,9.96,9.97,0.17,1.92,3.47,0.78,12.017000000000001,215.0,58.1,141.0,22.4,195.0,259.0,55.4,33.4,1219.0,18.89,220.0,64.6,0.76,513.0,36.37,77.46,9.4,35.33,7.3,2.43,6.39,0.92,4.38,0.73,1.75,0.24,1.25,0.17,4.84,3.62
INTRAPLATE VOLCANICS,21.04,109.11,SAE,s_W14-3 [12417],47.85,2.26,11.87,12.927,9.77,9.69,0.19,1.78,3.49,0.75,11.805,223.0,59.1,139.0,23.1,176.0,285.0,53.9,27.5,991.0,19.44,210.0,61.6,1.03,498.0,35.87,75.41,9.21,34.57,7.27,2.38,6.31,0.91,4.42,0.74,1.83,0.25,1.35,0.18,4.28,3.17
OCEANIC PLATEAU,5.6183,-75.5045,SAE,s_DV178 [15581],51.63,0.62,17.82,10.04,9.97,3.3,0.16,1.12,2.04,0.39,7.16,22.0,118.0,90.0,19.62,210.0,61.0,19.0,21.85,1868.0,16.79,70.0,2.57,1.47,296.0,13.82,29.99,3.86,17.02,3.77,1.09,3.15,0.5,2.73,0.6,1.66,0.25,1.74,0.26,1.99,0.16
OCEANIC PLATEAU,5.3921,-75.4741,SAE,s_DV173 [15581],48.2,1.63,14.19,11.8,8.79,6.18,0.19,0.92,3.11,0.17,11.26,81.0,31.0,97.0,41.99,377.0,220.0,40.0,22.05,241.0,37.3,98.0,2.23,0.5,913.0,3.96,12.23,2.09,11.02,3.74,1.4,5.4,0.97,6.21,1.4,4.1,0.6,3.72,0.57,2.7,0.15
INTRAPLATE VOLCANICS,-36.9,174.87,SAE,s_MO-AN-8 [15626],45.03,2.22,11.48,10.51,9.12,14.24,0.19,1.05,3.04,0.42,13.22,273.37,63.44,88.68,23.8,215.14,465.99,103.29,16.71,454.28,18.51,155.65,42.58,0.38,207.58,26.34,49.07,5.94,25.94,5.71,1.76,5.18,0.75,4.12,0.74,1.86,0.25,1.56,0.22,3.96,2.98
